industry_type,company_size,num_employees,electricity_kwh_per_month,renewable_energy_percent,diesel_litres_per_month,petrol_litres_per_month,natural_gas_m3_per_month,server_rack_count,num_servers_onprem,num_laptops,num_desktops,server_arrangement,server_area_sqft,cloud_provider,cloud_monthly_bill_inr,purchased_services_spend_inr_per_month,annual_revenue_inr_cr,electricity_level,scope1_tco2e_monthly,scope2_tco2e_monthly,scope3_tco2e_monthly,total_tco2e_monthly,scope1_pct,scope2_pct,scope3_pct,primary_recommendation,recommendation_priority,recommendation_label
Education,large,489,13056.7,20.7,6.1,16.8,0.2,2,8,489,97,hot_aisle_cold_aisle,254.3,gcp,47515.0,92416.0,146.37,high,0.0556,8.4938,7.6006,16.15,0.3,52.6,47.1,hybrid_work_policy,MEDIUM,9
IT,large,407,17355.8,31.9,31.1,24.3,19.8,18,12,407,101,hot_aisle_cold_aisle,763.6,aws,33256.0,170531.0,228.36,very_high,0.1799,9.7237,7.7529,17.6565,1.0,55.1,43.9,reduce_electricity_consumption,HIGH,1
Retail,medium,89,6955.5,27.8,1188.2,283.1,5.9,4,3,14,23,hot_aisle_cold_aisle,135.8,aws,7606.0,12294.0,4.75,medium,3.8504,4.125,0.9305,8.9059,43.2,46.3,10.4,electrify_fleet_reduce_fuel,HIGH,3
IT,medium,67,2266.8,39.0,23.4,17.1,1.9,4,8,67,23,hot_aisle_cold_aisle,162.3,none,82.0,212389.0,26.01,low,0.1061,1.1409,2.837,4.084,2.6,27.9,69.5,reduce_scope3_purchases,LOW,8
IT,medium,136,2536.8,65.3,4.0,6.0,4.7,1,10,136,50,hot_aisle_cold_aisle,236.9,none,27808.0,86349.0,26.94,low,0.0342,0.7236,3.0879,3.8457,0.9,18.8,80.3,reduce_scope3_purchases,LOW,8
Retail,small,246,4356.6,21.1,981.6,224.7,11.3,3,3,37,25,hot_aisle_cold_aisle,103.0,aws,4975.0,15174.0,26.5,medium,3.1728,2.8239,1.1491,7.1458,44.4,39.5,16.1,electrify_fleet_reduce_fuel,HIGH,3
Retail,medium,940,4841.3,57.6,12.7,9.0,2.9,0,5,940,98,hot_aisle_cold_aisle,262.1,azure,299507.0,61805.0,150.45,medium,0.0607,1.6832,14.5698,16.3137,0.4,10.3,89.3,reduce_cloud_carbon,MEDIUM,5
Finance,small,107,7304.7,52.3,9.9,19.0,4.5,6,5,107,28,stacked_high_density,122.3,gcp,14831.0,33025.0,24.24,medium,0.0796,2.8727,1.9843,4.9367,1.6,58.2,40.2,improve_cooling_efficiency,LOW,6
Finance,medium,188,5579.5,34.4,31.2,9.9,0.3,27,48,188,36,hot_aisle_cold_aisle,1277.6,none,1576.0,13284.0,73.14,medium,0.1071,3.0491,2.5456,5.7019,1.9,53.5,44.6,adopt_cloud_migration,MEDIUM,4
IT,large,829,39638.5,21.2,93.6,25.7,15.3,10,16,829,203,hot_aisle_cold_aisle,1224.3,azure,84414.0,152745.0,257.61,very_high,0.3414,25.6305,14.2864,40.2584,0.8,63.7,35.5,reduce_electricity_consumption,HIGH,1
Finance,medium,855,8952.2,66.3,19.6,18.9,3.1,6,15,855,37,hot_aisle_cold_aisle,230.3,azure,431948.0,46231.0,229.34,high,0.1025,2.4845,13.9495,16.5365,0.6,15.0,84.4,reduce_cloud_carbon,MEDIUM,5
Healthcare,medium,294,8141.3,47.5,6.0,9.5,7.0,28,78,294,17,hot_aisle_cold_aisle,2079.2,none,1540.0,12050.0,61.46,high,0.0523,3.5544,2.8737,6.4804,0.8,54.8,44.3,adopt_cloud_migration,MEDIUM,4
Finance,medium,65,10725.1,14.0,22.0,0.4,0.9,25,61,65,49,hot_aisle_cold_aisle,1072.8,none,3486.0,12059.0,7.09,high,0.0617,7.6076,1.9049,9.5742,0.6,79.5,19.9,adopt_cloud_migration,MEDIUM,4
Retail,medium,69,10532.1,1.7,26.3,24.5,2.7,6,2,69,11,hot_aisle_cold_aisle,483.7,none,28250.0,79316.0,10.46,high,0.1326,8.5001,1.4714,10.1041,1.3,84.1,14.6,switch_to_renewables,HIGH,0
Healthcare,medium,167,3063.9,58.5,32.8,28.5,3.2,59,38,167,26,stacked_high_density,1429.4,aws,24047.0,24148.0,55.0,medium,0.1603,1.1959,2.5629,3.9191,4.1,30.5,65.4,optimize_server_infrastructure,MEDIUM,2
IT,medium,58,24172.0,5.7,23.2,16.9,5.8,10,10,58,27,hot_aisle_cold_aisle,488.4,none,7548.0,14780.0,14.44,very_high,0.113,18.709,1.2904,20.1124,0.6,93.0,6.4,switch_to_renewables,HIGH,0
IT,medium,458,6775.6,55.3,20.9,10.3,4.7,1,11,458,13,hot_aisle_cold_aisle,254.7,gcp,36481.0,109688.0,182.6,medium,0.0894,2.4853,5.1764,7.7511,1.2,32.1,66.8,reduce_scope3_purchases,LOW,8
Finance,medium,101,6121.9,90.3,7.7,13.2,3.3,8,6,101,3,direct_liquid_cooling,134.4,none,26394.0,23468.0,10.68,medium,0.0579,0.4983,1.0669,1.623,3.6,30.7,65.7,low_emission_maintain_practices,LOW,7
IT,small,148,2738.1,39.6,9.2,0.7,3.1,7,6,148,40,stacked_high_density,162.2,none,17352.0,28710.0,18.57,low,0.0326,1.3743,2.4578,3.8647,0.8,35.6,63.6,improve_cooling_efficiency,LOW,6
IT,medium,673,13977.5,24.3,3.5,16.1,4.0,3,10,673,59,hot_aisle_cold_aisle,279.1,gcp,56646.0,50366.0,197.94,high,0.0547,8.6817,7.8005,16.5369,0.3,52.5,47.2,hybrid_work_policy,MEDIUM,9
Finance,medium,357,9250.3,59.4,38.7,1.9,8.1,34,40,357,65,stacked_high_density,1345.4,aws,1622.0,53401.0,136.88,high,0.1246,3.1679,4.995,8.2875,1.5,38.2,60.3,optimize_server_infrastructure,MEDIUM,2
Retail,medium,72,11179.1,2.9,22.9,7.9,8.6,8,10,72,19,hot_aisle_cold_aisle,255.5,none,29350.0,34355.0,30.99,high,0.0972,8.9152,1.3467,10.359,0.9,86.1,13.0,switch_to_renewables,HIGH,0
Logistics,small,253,5600.5,6.9,1267.3,189.4,2.7,4,1,83,7,hot_aisle_cold_aisle,123.6,none,1715.0,15527.0,15.83,medium,3.8394,4.2826,0.9664,9.0884,42.2,47.1,10.6,electrify_fleet_reduce_fuel,HIGH,3
Finance,large,343,12689.9,54.7,3.5,0.2,2.7,8,18,343,75,hot_aisle_cold_aisle,342.9,azure,35632.0,40015.0,82.91,high,0.0154,4.728,5.4977,10.241,0.1,46.2,53.7,hybrid_work_policy,MEDIUM,9
Retail,medium,155,4741.5,46.0,28.4,1.6,0.9,0,11,155,54,hot_aisle_cold_aisle,296.1,none,570.0,64324.0,11.65,medium,0.0816,2.0995,3.1678,5.349,1.5,39.3,59.2,reduce_scope3_purchases,LOW,8
Healthcare,medium,249,8785.4,38.9,15.1,12.5,2.8,24,32,249,36,custom,620.4,none,2581.0,14933.0,98.05,high,0.0751,4.4498,3.0419,7.5668,1.0,58.8,40.2,adopt_cloud_migration,MEDIUM,4
Retail,large,194,4267.3,34.8,8.7,4.3,3.4,0,11,194,94,hot_aisle_cold_aisle,245.0,azure,494182.0,16575.0,103.47,medium,0.0402,2.2815,10.8221,13.1438,0.3,17.4,82.3,reduce_cloud_carbon,MEDIUM,5
IT,medium,325,6269.7,49.0,5.5,7.7,7.4,19,55,325,11,hot_aisle_cold_aisle,1133.5,none,4064.0,55361.0,16.93,medium,0.0476,2.6556,3.3073,6.0106,0.8,44.2,55.0,adopt_cloud_migration,MEDIUM,4
Finance,small,133,9788.8,55.2,14.0,16.6,2.3,7,8,133,24,stacked_high_density,201.0,gcp,16839.0,21371.0,14.57,high,0.0806,3.6142,2.0095,5.7042,1.4,63.4,35.2,improve_cooling_efficiency,LOW,6
Logistics,small,280,3172.1,15.6,846.8,68.8,18.0,3,1,81,10,hot_aisle_cold_aisle,155.7,none,15458.0,6398.0,33.42,medium,2.4651,2.2007,0.9567,5.6224,43.8,39.1,17.0,electrify_fleet_reduce_fuel,HIGH,3
IT,medium,203,18010.9,0.1,13.3,3.8,4.2,1,2,203,15,hot_aisle_cold_aisle,279.3,none,25662.0,17634.0,56.18,very_high,0.053,14.7559,2.1448,16.9538,0.3,87.0,12.7,switch_to_renewables,HIGH,0
IT,small,37,2409.9,33.4,24.5,9.9,3.7,7,5,37,16,stacked_high_density,106.2,none,4458.0,28279.0,7.08,low,0.0961,1.3343,0.9417,2.372,4.1,56.3,39.7,improve_cooling_efficiency,LOW,6
IT,medium,489,5399.5,47.4,36.8,0.3,7.3,30,33,489,23,stacked_high_density,1007.0,aws,11297.0,59135.0,140.74,medium,0.1142,2.4068,5.1226,7.6437,1.5,31.5,67.0,optimize_server_infrastructure,MEDIUM,2
IT,large,325,14541.7,5.4,23.4,7.5,5.5,0,3,325,21,hot_aisle_cold_aisle,453.9,none,38430.0,33812.0,59.17,high,0.0913,11.2803,3.3989,14.7704,0.6,76.4,23.0,switch_to_renewables,HIGH,0
Finance,medium,119,9345.0,23.5,0.9,13.3,4.9,7,13,119,29,stacked_high_density,140.3,gcp,2979.0,10718.0,17.19,high,0.0431,5.8803,1.8206,7.7441,0.6,75.9,23.5,improve_cooling_efficiency,LOW,6
IT,large,73,3771.2,60.4,11.5,7.6,3.5,3,1,73,45,hot_aisle_cold_aisle,213.3,none,5935.0,264332.0,9.66,medium,0.0555,1.2299,3.8808,5.1662,1.1,23.8,75.1,reduce_scope3_purchases,LOW,8
Retail,medium,461,4321.4,20.8,5.7,7.3,1.2,1,15,461,37,hot_aisle_cold_aisle,310.1,none,12456.0,76659.0,65.33,medium,0.0346,2.8083,5.2412,8.084,0.4,34.7,64.8,reduce_scope3_purchases,LOW,8
Education,medium,140,3649.4,87.4,19.5,4.8,2.4,4,0,140,1,hot_aisle_cold_aisle,64.7,gcp,10965.0,23660.0,32.48,medium,0.0682,0.3841,1.4232,1.8755,3.6,20.5,75.9,low_emission_maintain_practices,LOW,7
Finance,medium,383,12365.2,29.4,0.4,2.4,1.0,15,13,383,64,hot_aisle_cold_aisle,216.6,aws,35377.0,70165.0,152.98,high,0.0087,7.185,5.8149,13.0086,0.1,55.2,44.7,hybrid_work_policy,MEDIUM,9
Data Centre,large,697,68067.3,11.5,8.3,25.3,17.0,13,26,697,83,custom,767.9,azure,11278.0,66732.0,154.89,very_high,0.1154,49.4225,8.3975,57.9355,0.2,85.3,14.5,reduce_electricity_consumption,HIGH,1
IT,large,828,6604.1,23.2,26.3,4.3,3.1,3,13,828,67,hot_aisle_cold_aisle,108.6,aws,148410.0,55980.0,492.35,medium,0.0867,4.1643,11.0006,15.2516,0.6,27.3,72.1,reduce_cloud_carbon,MEDIUM,5
IT,medium,393,5085.2,12.0,19.7,22.3,9.0,33,20,393,35,stacked_high_density,1285.9,none,3564.0,34453.0,87.82,medium,0.1227,3.7552,4.3122,8.1901,1.5,45.9,52.7,optimize_server_infrastructure,MEDIUM,2
Finance,large,391,12681.4,28.8,23.8,13.4,4.0,13,17,391,34,hot_aisle_cold_aisle,312.5,aws,45435.0,36142.0,216.06,high,0.1029,7.4269,4.965,12.4948,0.8,59.4,39.7,hybrid_work_policy,MEDIUM,9
IT,small,95,5272.1,29.8,14.8,7.0,2.4,7,5,95,33,stacked_high_density,116.6,none,26440.0,25148.0,21.53,medium,0.0607,3.053,1.8248,4.9385,1.2,61.8,36.9,improve_cooling_efficiency,LOW,6
Healthcare,medium,61,4556.0,12.2,17.1,0.5,0.9,27,60,61,25,hot_aisle_cold_aisle,1312.5,none,148.0,46170.0,18.97,medium,0.0488,3.328,1.5125,4.8893,1.0,68.1,30.9,adopt_cloud_migration,MEDIUM,4
Manufacturing,large,1815,78985.0,16.5,38.3,33.0,14.5,10,23,1815,197,custom,392.4,azure,77994.0,67399.0,394.44,very_high,0.2085,54.1011,21.1677,75.4773,0.3,71.7,28.0,reduce_electricity_consumption,HIGH,1
Finance,large,198,3952.6,60.4,2.1,12.0,3.7,5,2,198,90,hot_aisle_cold_aisle,321.7,azure,432829.0,70735.0,144.27,medium,0.0409,1.2923,10.3532,11.6865,0.3,11.1,88.6,reduce_cloud_carbon,MEDIUM,5
Finance,medium,289,8261.9,1.3,43.5,29.1,0.7,4,10,289,19,hot_aisle_cold_aisle,377.1,gcp,42588.0,69664.0,126.21,high,0.1852,6.6938,3.7311,10.6101,1.7,63.1,35.2,switch_to_renewables,HIGH,0
Manufacturing,medium,90,2518.5,29.3,1067.0,67.8,26.0,3,1,27,47,hot_aisle_cold_aisle,63.5,aws,1466.0,12062.0,9.98,low,3.0692,1.4654,1.5731,6.1077,50.3,24.0,25.8,electrify_fleet_reduce_fuel,HIGH,3
Healthcare,medium,219,12375.5,15.5,18.5,8.7,5.2,28,18,219,57,stacked_high_density,730.8,none,9098.0,34296.0,71.6,high,0.0803,8.6477,3.5136,12.2417,0.7,70.6,28.7,optimize_server_infrastructure,MEDIUM,2
IT,medium,221,2759.1,82.3,8.7,11.6,3.4,4,10,221,14,direct_liquid_cooling,116.0,gcp,18301.0,19745.0,76.24,low,0.057,0.4061,2.4426,2.9058,2.0,14.0,84.1,low_emission_maintain_practices,LOW,7
Finance,medium,83,14266.6,6.7,13.1,11.4,6.4,5,3,83,21,hot_aisle_cold_aisle,193.5,gcp,30977.0,76022.0,16.4,high,0.0745,10.9237,2.0987,13.0969,0.6,83.4,16.0,switch_to_renewables,HIGH,0
Data Centre,large,1008,17120.4,19.3,50.0,9.5,18.5,28,43,1008,129,custom,543.6,aws,83992.0,190704.0,578.29,very_high,0.1937,11.3855,14.1745,25.7536,0.8,44.2,55.0,reduce_electricity_consumption,HIGH,1
Education,small,126,3348.9,97.0,4.7,6.1,2.7,3,3,126,19,hot_aisle_cold_aisle,250.9,none,4135.0,13954.0,45.16,medium,0.0322,0.0877,1.6112,1.731,1.9,5.1,93.1,low_emission_maintain_practices,LOW,7
Retail,large,303,23230.0,4.0,40.5,19.6,3.2,7,4,303,30,hot_aisle_cold_aisle,124.7,gcp,40548.0,68616.0,149.1,very_high,0.1603,18.2991,4.1056,22.565,0.7,81.1,18.2,switch_to_renewables,HIGH,0
Finance,large,376,5973.7,33.7,2.0,0.6,3.5,3,11,376,21,hot_aisle_cold_aisle,232.9,none,14667.0,297162.0,111.87,medium,0.0139,3.253,5.9096,9.1765,0.2,35.4,64.4,reduce_scope3_purchases,LOW,8
IT,large,317,8860.9,41.2,7.8,16.1,2.3,3,15,317,91,hot_aisle_cold_aisle,186.5,aws,378915.0,32864.0,227.89,high,0.0628,4.2777,10.8597,15.2001,0.4,28.1,71.4,reduce_cloud_carbon,MEDIUM,5
Finance,large,376,22455.1,5.4,6.1,29.5,7.8,5,13,376,21,hot_aisle_cold_aisle,248.2,none,633.0,39404.0,101.74,very_high,0.1004,17.4277,3.8476,21.3757,0.5,81.5,18.0,switch_to_renewables,HIGH,0
Education,small,359,2636.0,84.2,4.5,3.8,0.8,8,9,359,2,hot_aisle_cold_aisle,205.6,gcp,13020.0,26046.0,92.9,low,0.0225,0.3557,3.2216,3.5998,0.6,9.9,89.5,low_emission_maintain_practices,LOW,7
Education,large,895,14630.3,57.6,19.0,6.7,0.5,6,17,895,21,hot_aisle_cold_aisle,378.7,azure,22036.0,44612.0,198.39,high,0.0674,5.0973,8.2972,13.4619,0.5,37.9,61.6,hybrid_work_policy,MEDIUM,9
Education,medium,355,13862.9,25.0,29.8,8.0,3.8,12,7,355,46,hot_aisle_cold_aisle,525.0,gcp,51503.0,95619.0,157.9,high,0.1061,8.5469,5.2545,13.9075,0.8,61.5,37.8,hybrid_work_policy,MEDIUM,9
IT,medium,399,4800.8,47.3,24.2,9.4,2.6,10,57,399,42,hot_aisle_cold_aisle,1506.6,none,4201.0,34369.0,90.56,medium,0.0919,2.0923,4.5438,6.728,1.4,31.1,67.5,adopt_cloud_migration,MEDIUM,4
IT,medium,185,22122.6,0.8,44.1,7.3,4.6,9,12,185,10,hot_aisle_cold_aisle,111.5,none,9092.0,24848.0,75.67,very_high,0.1444,18.0113,1.928,20.0838,0.7,89.7,9.6,switch_to_renewables,HIGH,0
IT,large,505,12172.0,25.9,20.3,6.3,0.8,3,17,505,27,hot_aisle_cold_aisle,302.6,azure,27239.0,90293.0,57.34,high,0.0706,7.4013,5.8025,13.2743,0.5,55.8,43.7,hybrid_work_policy,MEDIUM,9
Finance,large,585,12426.7,38.8,19.1,15.6,1.9,3,9,585,68,hot_aisle_cold_aisle,361.3,gcp,53188.0,29454.0,271.92,high,0.0911,6.2415,7.1427,13.4754,0.7,46.3,53.0,hybrid_work_policy,MEDIUM,9
IT,large,491,11771.1,33.9,25.9,10.0,3.0,4,11,491,72,hot_aisle_cold_aisle,501.6,aws,42594.0,20737.0,142.36,high,0.0986,6.3873,6.5943,13.0802,0.8,48.8,50.4,hybrid_work_policy,MEDIUM,9
Data Centre,large,1810,20437.3,32.7,11.4,29.7,12.3,7,22,1810,159,custom,1679.6,gcp,71056.0,98635.0,1417.41,very_high,0.1243,11.2926,19.9614,31.3782,0.4,36.0,63.6,reduce_electricity_consumption,HIGH,1
Education,medium,356,10003.4,20.8,26.9,15.0,2.0,15,7,356,79,hot_aisle_cold_aisle,424.3,gcp,60227.0,86000.0,177.32,high,0.1108,6.5232,6.1352,12.7692,0.9,51.1,48.0,hybrid_work_policy,MEDIUM,9
Finance,medium,182,7827.2,28.5,2.6,13.5,2.9,8,8,182,19,stacked_high_density,231.8,gcp,16731.0,13900.0,32.12,medium,0.0441,4.6099,2.2048,6.8588,0.6,67.2,32.1,improve_cooling_efficiency,LOW,6
IT,medium,264,6548.2,49.5,20.4,16.9,7.0,22,73,264,32,custom,2138.2,none,4279.0,23803.0,20.28,medium,0.108,2.7558,3.1261,5.9899,1.8,46.0,52.2,adopt_cloud_migration,MEDIUM,4
Healthcare,medium,241,6668.1,50.1,32.7,7.4,4.2,59,30,241,78,stacked_high_density,1809.8,aws,11539.0,39048.0,47.63,medium,0.1133,2.8817,4.4534,7.4484,1.5,38.7,59.8,optimize_server_infrastructure,MEDIUM,2
IT,medium,305,4102.0,43.3,31.5,15.1,0.9,28,72,305,13,custom,1922.5,none,3756.0,29641.0,112.14,medium,0.1211,1.9634,2.9959,5.0805,2.4,38.6,59.0,adopt_cloud_migration,MEDIUM,4
Healthcare,medium,354,7093.6,42.9,41.0,18.1,4.2,33,19,354,50,stacked_high_density,1315.0,none,11368.0,58201.0,48.36,medium,0.1603,3.4071,4.5893,8.1566,2.0,41.8,56.3,optimize_server_infrastructure,MEDIUM,2
IT,medium,137,21686.0,3.6,3.3,27.4,5.7,5,6,137,20,hot_aisle_cold_aisle,299.7,none,7144.0,19774.0,52.78,very_high,0.0838,17.1512,1.7712,19.0062,0.4,90.2,9.3,switch_to_renewables,HIGH,0
Finance,medium,75,11318.5,65.9,28.2,5.8,3.9,1,12,75,52,hot_aisle_cold_aisle,244.9,aws,328663.0,76738.0,14.8,high,0.0969,3.1667,7.5106,10.7742,0.9,29.4,69.7,reduce_cloud_carbon,MEDIUM,5
Retail,small,62,3175.8,18.5,770.1,85.7,17.9,0,10,74,17,hot_aisle_cold_aisle,165.3,aws,875.0,5497.0,5.47,medium,2.2984,2.1224,1.092,5.5127,41.7,38.5,19.8,electrify_fleet_reduce_fuel,HIGH,3
IT,medium,40,11199.6,6.9,36.2,16.8,4.8,5,9,40,30,hot_aisle_cold_aisle,463.6,gcp,46858.0,77345.0,4.11,high,0.1456,8.5589,2.1493,10.8538,1.3,78.9,19.8,switch_to_renewables,HIGH,0
Data Centre,large,507,63951.5,26.0,17.5,39.0,7.1,26,42,507,174,custom,1812.4,azure,65230.0,119563.0,390.2,very_high,0.1515,38.858,10.4461,49.4556,0.3,78.6,21.1,reduce_electricity_consumption,HIGH,1
Logistics,medium,140,1693.4,20.8,618.8,256.9,21.1,4,9,26,11,hot_aisle_cold_aisle,197.2,aws,10707.0,8668.0,35.92,low,2.2949,1.1068,0.7263,4.128,55.6,26.8,17.6,electrify_fleet_reduce_fuel,HIGH,3
Finance,medium,101,4007.8,33.8,8.3,8.8,0.8,8,9,101,19,stacked_high_density,180.9,gcp,13331.0,18422.0,25.62,medium,0.0442,2.1964,1.5689,3.8095,1.2,57.7,41.2,improve_cooling_efficiency,LOW,6
Retail,medium,52,3928.3,28.1,1157.4,225.1,12.2,3,7,59,11,hot_aisle_cold_aisle,147.6,aws,15110.0,30317.0,13.33,medium,3.6467,2.3214,1.2269,7.1949,50.7,32.3,17.1,electrify_fleet_reduce_fuel,HIGH,3
IT,large,93,10731.2,52.7,8.2,16.8,0.0,6,13,93,33,hot_aisle_cold_aisle,178.2,azure,411212.0,17183.0,9.64,high,0.0608,4.1728,7.2966,11.5302,0.5,36.2,63.3,reduce_cloud_carbon,MEDIUM,5
IT,small,119,1117.0,99.1,2.1,7.8,4.7,0,6,119,0,hot_aisle_cold_aisle,262.9,none,970.0,29226.0,10.95,low,0.0332,0.0082,1.1763,1.2178,2.7,0.7,96.6,low_emission_maintain_practices,LOW,7
IT,small,193,4086.3,58.0,15.4,2.0,2.3,6,9,193,21,stacked_high_density,126.4,none,8509.0,5782.0,50.91,medium,0.0506,1.4229,2.1292,3.6027,1.4,39.5,59.1,improve_cooling_efficiency,LOW,6
Finance,medium,217,24553.3,4.5,24.9,27.7,5.2,1,13,217,2,hot_aisle_cold_aisle,272.2,gcp,27274.0,32485.0,18.67,very_high,0.1413,19.2295,2.2768,21.6476,0.7,88.8,10.5,switch_to_renewables,HIGH,0
Finance,medium,389,7480.2,47.1,5.1,24.2,1.5,27,33,389,58,stacked_high_density,797.6,aws,8704.0,17577.0,82.5,medium,0.0726,3.3149,4.8833,8.2708,0.9,40.1,59.0,optimize_server_infrastructure,MEDIUM,2
IT,medium,390,4006.8,67.5,12.1,10.2,3.0,1,4,390,45,hot_aisle_cold_aisle,178.2,gcp,24501.0,244478.0,60.05,medium,0.0621,1.0696,6.4531,7.5848,0.8,14.1,85.1,reduce_scope3_purchases,LOW,8
Education,medium,226,1713.7,76.5,8.6,1.3,1.1,6,5,226,15,direct_liquid_cooling,210.4,gcp,16787.0,12804.0,50.11,low,0.0283,0.3387,2.4394,2.8065,1.0,12.1,86.9,low_emission_maintain_practices,LOW,7
Manufacturing,large,1557,49513.4,17.4,21.1,8.7,2.8,22,34,1557,265,custom,1727.9,aws,35962.0,180910.0,292.54,very_high,0.0824,33.5806,21.3141,54.9771,0.1,61.1,38.8,reduce_electricity_consumption,HIGH,1
Finance,medium,397,13789.9,31.8,10.0,18.7,1.2,11,14,397,90,hot_aisle_cold_aisle,460.0,azure,68146.0,82484.0,202.16,high,0.0724,7.7313,7.1001,14.9039,0.5,51.9,47.6,hybrid_work_policy,MEDIUM,9
Finance,large,514,3704.2,42.0,22.0,16.2,3.4,10,13,514,28,hot_aisle_cold_aisle,353.9,aws,333862.0,38055.0,99.78,medium,0.1033,1.7794,10.1225,12.0052,0.9,14.8,84.3,reduce_cloud_carbon,MEDIUM,5
Finance,medium,428,8064.3,51.8,27.6,27.9,4.2,29,21,428,38,stacked_high_density,612.4,aws,3517.0,44789.0,42.83,high,0.147,3.2627,4.804,8.2137,1.8,39.7,58.5,optimize_server_infrastructure,MEDIUM,2
Finance,medium,779,10023.0,51.2,28.7,3.6,4.2,9,2,779,43,hot_aisle_cold_aisle,173.2,aws,283462.0,35329.0,233.05,high,0.0938,4.0267,11.8394,15.96,0.6,25.2,74.2,reduce_cloud_carbon,MEDIUM,5
Finance,small,160,3508.4,46.4,20.5,4.8,3.6,8,7,160,15,stacked_high_density,208.5,gcp,26342.0,15001.0,37.47,medium,0.0734,1.5628,2.0203,3.6565,2.0,42.7,55.3,improve_cooling_efficiency,LOW,6
Finance,small,77,5908.5,33.0,10.4,3.0,2.6,12,8,77,32,stacked_high_density,353.0,none,3830.0,10201.0,8.46,medium,0.0401,3.2773,1.5362,4.8537,0.8,67.5,31.7,improve_cooling_efficiency,LOW,6
Manufacturing,medium,90,3784.0,26.0,965.7,258.0,23.7,0,0,35,6,hot_aisle_cold_aisle,118.6,aws,18320.0,5123.0,22.89,medium,3.2324,2.2961,0.7514,6.2799,51.5,36.6,12.0,electrify_fleet_reduce_fuel,HIGH,3
IT,medium,303,8944.8,46.4,13.2,5.8,9.3,17,72,303,26,hot_aisle_cold_aisle,1084.4,none,366.0,44253.0,61.49,high,0.0677,3.9615,3.4402,7.4695,0.9,53.0,46.1,adopt_cloud_migration,MEDIUM,4
Retail,large,1000,11412.1,53.9,17.5,9.5,1.9,9,13,1000,54,hot_aisle_cold_aisle,331.6,azure,407866.0,38470.0,128.48,high,0.0727,4.3299,15.1596,19.5622,0.4,22.1,77.5,reduce_cloud_carbon,MEDIUM,5
IT,medium,116,7692.0,36.7,16.3,10.1,1.5,9,5,116,23,stacked_high_density,197.4,none,11055.0,22604.0,23.03,medium,0.0701,4.016,1.7068,5.7928,1.2,69.3,29.5,improve_cooling_efficiency,LOW,6
Retail,small,142,1535.5,14.5,1001.3,74.7,19.0,1,2,45,39,hot_aisle_cold_aisle,192.8,none,11748.0,30738.0,23.95,low,2.8948,1.0783,1.6319,5.605,51.6,19.2,29.1,electrify_fleet_reduce_fuel,HIGH,3
IT,medium,278,4214.0,12.0,10.3,12.1,3.9,15,73,278,36,hot_aisle_cold_aisle,1107.1,none,2084.0,13634.0,58.05,medium,0.0635,3.0674,3.2612,6.3921,1.0,48.0,51.0,adopt_cloud_migration,MEDIUM,4
Education,large,501,13706.6,46.6,17.9,11.8,3.7,4,7,501,47,hot_aisle_cold_aisle,345.7,aws,13626.0,32944.0,105.65,high,0.0828,6.0089,5.6767,11.7684,0.7,51.1,48.2,hybrid_work_policy,MEDIUM,9
IT,medium,188,5437.7,68.3,9.8,12.9,0.1,5,7,188,19,hot_aisle_cold_aisle,233.2,none,25833.0,12495.0,52.44,medium,0.0563,1.4223,2.0905,3.5691,1.6,39.9,58.6,low_emission_maintain_practices,LOW,7
Manufacturing,medium,201,4446.4,15.9,1496.9,224.0,15.7,4,0,87,13,hot_aisle_cold_aisle,163.7,none,5434.0,9542.0,52.5,medium,4.5612,3.0734,1.1086,8.7431,52.2,35.2,12.7,electrify_fleet_reduce_fuel,HIGH,3
Finance,small,77,2941.4,11.3,5.9,9.9,3.2,7,7,77,10,stacked_high_density,173.5,none,9464.0,36108.0,18.38,low,0.0452,2.1576,1.1627,3.3655,1.3,64.1,34.5,improve_cooling_efficiency,LOW,6
Finance,medium,272,9368.4,0.4,21.6,9.7,2.5,1,7,272,30,hot_aisle_cold_aisle,369.7,gcp,49979.0,57060.0,46.59,high,0.0854,7.6531,3.8525,11.5911,0.7,66.0,33.2,switch_to_renewables,HIGH,0
IT,medium,205,595.6,87.8,9.7,5.6,2.5,1,0,205,7,direct_liquid_cooling,212.7,gcp,10809.0,19962.0,56.98,low,0.044,0.061,2.0654,2.1704,2.0,2.8,95.2,low_emission_maintain_practices,LOW,7
IT,medium,246,6306.6,57.3,26.0,23.5,6.6,21,29,246,27,stacked_high_density,662.4,none,15680.0,59301.0,42.62,medium,0.1374,2.2627,3.1355,5.5357,2.5,40.9,56.6,optimize_server_infrastructure,MEDIUM,2
IT,large,926,81344.1,21.0,56.9,8.7,17.5,11,13,926,113,hot_aisle_cold_aisle,1076.0,azure,73417.0,91097.0,626.4,very_high,0.2083,52.7142,12.037,64.9595,0.3,81.1,18.5,reduce_electricity_consumption,HIGH,1
Finance,medium,67,8303.1,48.0,10.1,4.2,0.7,1,12,67,93,hot_aisle_cold_aisle,160.9,aws,451643.0,58725.0,15.99,high,0.0382,3.5422,10.2303,13.8107,0.3,25.6,74.1,reduce_cloud_carbon,MEDIUM,5
